CARD_0001_BODY;젊은 사일랜드인들은 종종 영웅적인 모험가가 되는 것을 꿈꾸지만 슬프게도 실제로 모험을 떠나는 경우 그들은 단 하루도 버티지 못합니다.
CARD_0523_BODY;친구들과 함께 있을 때 에메랄드 불도마뱀의 온기는 통증을 덜어주지만 , 위협을 받았을 때는 금세 달군 쇠처럼 뜨거워집니다. 당신이 에메랄드 불도마뱀의 친구가 맞는지 항상 주의하세요.
CARD_0510_BODY;카이오스가 처음 창공에 도착했을 때, 라코아 족은 제국과의 우정을 기대하며 엄청난 양의 선물을 주었습니다. 카이오스는 그 선물을 나약함으로 볼 뿐이었습니다. 라코아 족에게 받을 것은 선물이 아니라 조공 뿐이라고요.
CARD_0508_BODY;영생의 나무로부터 태어나 순수한 페어리아를 품고 있는 이 씨앗들은, 겉보기에는 단순해보이는 껍질 안에 각각 하나의 완전한 세계를 품고 있습니다.
CARD_0503_BODY;사람에게 야크를 집어던지는 기계를 만들 생각을 처음 해낸 게 누구인지는 아무도 모릅니다. 그게 누구였든, 그 결과물은 자신을 괴롭히는 적들을 쫓아내는 매우 효과적인 수단이 되었습니다. 날아오는 야크에 얻어맞는 것은 아무도 좋아하지 않죠.
CARD_0372_BODY;이오나가 얼굴을 찡그리면 건강한 장정도 앓아눕게 됩니다. 이오나가 웃음을 터트리면 장례식도 축제가 되죠. 그리고 그녀가 미소를 지을 때는... 머나먼 땅의 짐승들조차 그녀의 미소를 보기 위해 수천 리를 여행해 온답니다.
CARD_0371_BODY;크로그가 무엇이든 잘 먹는다는 것은 널리 알려진 사실입니다… 야크만 빼고요. 예전에 한 번 먹어본 적이 있는데, 털이 목구멍 뒤쪽을 간지럽혀서 웃음이 터지고 말았답니다. 그 뒤로 크로그는 야크들을 그냥 데리고 다닙니다. 자신을 웃게 만든 그 일 때문에 야크들은 분명 웃긴 친구들일 거라고 생각하기 때문이죠.
CARD_0370_BODY;이것들은 갑자기 허공에서 나타나 당신이 눈도 깜빡하기 전에 당신을 덮쳐 쓰러뜨릴 것입니다. 죽어가며 휘두르는 발길질로 약간의 피라도 흘리게 하는 것이 당신이 할 수 있는 전부입니다. 그들을 죽이려면, 당신의 숨통을 끊는 바로 그 순간에 녀석의 숨통도 함께 끊어야 합니다.
CARD_0369_BODY;한 조각의 꿈은 미약하고, 덧없는 것이지만, 수천 명의 확고한 의지가 더해지면 왕국을 부수고 거인을 넘어트릴 수 있습니다.
CARD_0368_BODY;황제의 지령은 보라색 비단 리본으로 묶인, 검은 야크피지 두루마리에 적혀 옵니다. 황제의 지령은 황제가 황금 잉크로 적은 친필로, 선홍색 밀랍에 그의 옥쇄가 찍혀 옵니다. 지령에 따르기를 강요하는 그 어떤 마법도 없지만, 그럼에도 감히 거역할 생각을 품는 것은 그의 가장 강대한 적들 뿐입니다.
CARD_0358_BODY;세계의 가장자리에서는 우로보로스의 눈이 뿜는 불길이 땅 위에 골고루 떨어지지 않습니다. 불타는 눈의 주의를 끄는 자는 끔찍한 고통을 겪습니다. 그러나 그 시선을 원하는 곳에 돌리는 법을 배우게 된다면, 자신의 적들에게 파멸을 안겨줄 수 있습니다.
CARD_0355_BODY;자신과 짝지어진 나무가 죽었을 때, 남겨진 코다마는 보통 곧 스러져 없어집니다. 하지만 아주 드물게 죽지 않고 살아남는 이들도 있습니다. 이 코다마들은 오로지 숲을 헤치는 자를 파괴하는 일에 몰두하는 사납고 굶주린 괴물이 됩니다.
CARD_0354_BODY;비록 이 생물들의 주식은 꿈이지만, 가끔 마주치는 신을 꿀꺽 삼켜버리는 것도 어려운 일은 아닙니다. 신이란 그저 목적과 결합한 상상, 실행과 융합된 가능성, 형태가 부여된 꿈에 지나지 않기 때문입니다.
CARD_0319_BODY;메로벌의 첫번째 왕인 힘자엘이 알려진 모든 세계를 탐험하고 돌아왔을 때, 그는 그 유명한 왕립 탐험 대학을 세웠습니다. 지금도 왕립 탐험 대학의 탐험가들, 개척자들, 그리고 지도 제작자들은 세계에서 가장 자세하고 정확한 지도를 만들어 내고 있습니다.
CARD_0302_BODY;이 거대한, 기형의 괴물들은 살아남기 위해서 끊임없이 영혼을 집어삼켜야 하는 고대의 샤이탄들입니다. 다행히도 당신이 이 혐오스러운 것들을 볼 일은 일생에 한 번뿐입니다: 당신이 죽는 바로 그 순간.
CARD_0298_BODY;밤에는 그들을 볼 수 없네. 낮에는 녀석들이 네 그림자에 숨어들지. 가장 치명적인 것은 크고 무서운 것이 아니야. 가장 치명적인 것은 고요함 속에 있다네.
CARD_0294_BODY;우로보로스가 깨어나 세상을 삼키려 하기 전에, 바람의 거인들은 온갖 종류의 새들을 이 황금 새장들 속에 넣어두곤 했습니다. 낡고 닳았지만, 이곳에는 그때의 마법이 여전히 남아 있군요.
CARD_0293_BODY;바람의 도움을 원한다면, 그 변덕스러운 천성을 포용할 줄 알아야 한다. 바람의 친구가 되려면, 먼저 자신이 바람을 친구로 대해야 한다. - 칼림
CARD_0290_BODY;요정들은 작지만 강력한 정령들로 네 원소의 신들이 가는 곳은 어디든 따라가곤 했습니다. 아오로스가 죽은 이후로, 불꽃결 요정들은 커다란 불을 뿜어내는 것이라면 무엇이든 그 주위에 본능적으로 몰려듭니다. 마치 예전에 자신들의 보호자에게 이끌렸던 것처럼 말이죠.
CARD_0278_BODY;오로지 켈드란만이 사막 비룡을 길들이고 탈 수 있습니다. 그리고 그들 사이에서도 숙련된 비룡기수는 큰 존경을 받습니다. 가장 부유한 아마이 무역왕들에게 고액의 보수를 받는 이 위험한 용병들은 켈드란 사회의 엘리트들입니다.
CARD_0257_BODY;진정한 바람의 지배자는 걷는 법이 없죠.
CARD_0255_BODY;그 어떤 타락한 신과의 전투에서도, 첫 일격을 날리는 것은 오라드림 사수입니다. 세계의 신성한 정수를 악용하는 자라면 그 누구든 동료들이 최선을 다해 맞서 싸울 수 있도록, 오라드림 사수들은 빗발치는 화살로 적을 약화시키는 동시에 동료들의 사기를 북돋워줍니다.
CARD_0246_BODY;이 부서져내리고 있는 유물들도 한때는 거인들의 전쟁에서 가장 치명적인 무기였습니다. 비록 언제 움직이지 않는 돌무더기가 되어버려도 이상하지 않은 모습이지만, 그래도 자신들을 만든 거인들보다 더 오래 살아남았군요.
CARD_0244_BODY;어떻게, 아오로스님이 죽도록 내버려둘 수 있지? 어떻게 아직도 다른 신들을 떠받들고 있을 수 있지? 아스타르는 약했고, 알루아는 아무것도 안했고, 가이아는 오로지 소중한 자기 나무들만 보살폈는데... 그리고 이젠 웃고 있다고? 자신들의 가장 위대한 신이 죽었는데도 어떻게 예전처럼 즐거워하고 축제를 벌일 수 있단 말이냐?! 너희들에 불경함에 천벌을! - 가루단.
CARD_0237_BODY;우릉우릉 소란소란. 흔들흔들 조각조각. 경배하라 천둥성큼, 우레걸음, 지축을 흔드는 거상.
CARD_0234_BODY;요정들은 작지만 강력한 정령들로 네 원소의 신들이 가는 곳은 어디든 따라가곤 했습니다. 아오로스가 죽은 이후로, 불꽃결 요정들은 커다란 불을 뿜어내는 것이라면 무엇이든 그 주위에 본능적으로 몰려듭니다. 마치 예전에 자신들의 보호자에게 이끌렸던 것처럼 말이죠.
CARD_0226_BODY;이 메카들은 대단히 흥분을 잘합니다. 화염을 한 줄기의 선으로 집중시켜 뿜어낼 충분한 능력을 가지고 있지만, 점화하는 그 순간에 흥분한 나머지 사방으로 불꽃을 흩뿌려대는 일이 잦습니다. 요리하게 불을 피워달라고 하거나, 파이프를 용접해 달라고 했다가 마을 절반을 불태우게 될 수도 있습니다.
CARD_0224_BODY;메카들은 주요 도시들 간에 물자와 무기를 교환하기 위해 고속 철도 시스템을 이용하고 있습니다. 그러나 보다 외진 곳이나, 밥먹듯 벌이는 침략 활동에 포대와 군수품을 공급하기 위해서는 힘쎈 운반꾼 기계들의 도움이 필요합니다.
CARD_0223_BODY;메카들은, 그 몸을 이루는 기어와 피스톤 하나하나가 모두 완벽한 솜씨를 증거하는 작품입니다. 하지만 그렇게 세심하게 공들여 만들어진 존재들 치고는, 무엇이든 파괴하는 것을 정말 좋아하죠.
CARD_0196_BODY;코볼트 제국의 전성기에, 그들은 터널, 방공호, 그리고 동굴들을 통해 전세계로 뻗어나가는 난공불락의 요새들을 지었습니다. 그 방벽과 성문들은 어떤 외력에도 굴하지 않았지만, 내전과 반란에 의해서는 너무도 쉽게 무너져내리고 말았습니다.
CARD_0181_BODY;이 세상의 한가운데에는 마법의 힘이 넘쳐나는 발시리온이 있습니다. 바로 이곳에서 신들이 강대한 원소 에너지의 소용돌이로부터 세상을 창조했죠. 창조의 용광로에 불을 지필 충분한 페어리아와 강력한 의지만 있다면, 이곳에서는 그 무엇이든 만들거나 변신시킬 수 있습니다.
CARD_0180_BODY;신비로운 우는 우상들은 가이아의 나무를 둘러싼 밀림 전역에서 발견됩니다. 그 기원을 설명하는 수많은 설화와 전설들이 있지만, 그중 진실을 알고 있는 이야기는 몇 없습니다. 이들은 바로 가이아가 자신을 희생했을 때 그만 돌로 변해버리고 만 여신의 자식들입니다. 이제 그들은 어머니의 죽음은 물론 살아있는 모든 것의 죽음을 애도하며 울고 있습니다.
CARD_0176_BODY;모든 티키 족은 신성한 동물들을 숭배하며 그중에서도 특히 루닌을 경외합니다. 그러나 그중 선택받은 소수만이 루닌과 함께 숲을 수호하는 사명에 자신의 전부를 바치기로 맹세했습니다. 이들은 축복받은 늑대의 등 위에 올라타 야생과 문명의 경계를 순찰합니다. 그리고 위협이 될 만한 것은 그 무엇이든 녹색연합에 경고합니다.
CARD_0171_BODY;요정들은 작지만 강력한 정령들로 네 원소의 신들이 가는 곳은 어디든 따라가곤 했습니다. 뒤를 따라다닐 가이아가 없어진 꽃결 요정들은 많은 양의 생명력이 있는 곳이라면 어디서든 머물고 있습니다. 보통 이런 장소들은 크고 오래된 나무들이 있는 곳이지만, 큰 짐승이나 심지어는 유난히 정력이 넘치는 인간의 뒤를 쫓는 경우도 목격되었습니다.
CARD_0157_BODY;살아있지 않은 모든 것, 그리고 살아있는 모든 것 안에 페어리아가 있습니다. 하지만 페어리아는 또, 물과 같아서, 흐르고 고여 작은 못과 호수를 만들기도 합니다. 그리고 또, 물을 들이키듯, 목마른 뿌리를 가진 나무들이 그렇게 고인 페어리아를 마지막 한 방울까지 빨아들이기도 합니다. 그리고 이 나무들은 누군가에게는 신성한 에너지를 저장한 성소가, 다른 누군가에게는 힘과 부를 약속하는 살아있는 등불이 됩니다.
CARD_0155_BODY;루닌은 수천 년 동안 티키 부족의 수호자였습니다. 그러나, 그녀의 몸은 하나뿐입니다. 절망의 순간이 왔을 때, 주술사들은 그녀의 성지에 둘러모여 도움을 요청합니다. 그들은 루닌의 보호를 바라며 기도하지만, 때로는 그녀가 줄 수 있는 것이 자신의 기운밖에 없을 때도 있습니다.
CARD_0128_BODY;강대한 자들의 마음을 움직이기 위해서는 웅장한 환영이 필요하지만, 의지가 약한 자들은 한 순간의 몽상, 말 한 마디, 심지어는 간단한 속임수만으로도 조종할 수 있습니다.
CARD_0126_BODY;물의 여신 알루아가 게이브리아 인들을 창조했을 때, 그녀는 그들에게 바다를 빚어내고 가꾸는 성스러운 임무를 부여했습니다. 파도공예가들은 이 의무를 매우 중요하게 생각한 나머지, 파도와 조수를 보다 잘 다루기 위해 자신들의 몸을 물 그 자체와 하나로 만들어 버리기까지에 이르렀습니다.
CARD_0117_BODY;옛 세계의 잊혀진 사원들에서는 종종 고동치는 기묘한 알들이 발견되곤 합니다. 그 알을 깨고 무엇이 나올지는 아무도 모르죠. 혹시라도 안에 든 것이 용이나 어떤 사악한 괴물일지도 모르기 때문에, 사람들은 되도록 이 알들에서 최대한 멀리 떨어진 곳에 마을을 이룹니다.
CARD_0116_BODY;유령이나 정령으로 자주들 착각하는데, 루듀안들도 사실 한때는 사람이었습니다. 페어리아에 너무 중독된 나머지 오직 페어리아만을 먹고 마시게 되었죠.
CARD_0110_BODY;요정들은 작지만 강력한 정령들로 네 원소의 신들이 가는 곳은 어디든 따라가곤 했습니다. 보석결 요정들은 호수 주변이나 바다 위를 갈 곳 없이 떠돌곤 했습니다만, 최근에는 게이브리아의 해역 위로 몰려들기 시작했습니다.
CARD_0106_BODY;...그리고 알루아는 늙은 뱀의 꼬리 위로 달려갔단다. 그 순간 우로보로스가 입을 다물었고 천둥 벼락과 함께 둘 다 삼켜버렸지. 그렇게 위대하신 여신께서 우로보로스를 속여 자신의 꼬리를 먹게 한 덕분에 우로보로스가 나머지 세계를 먹어치우지 못하게 된 거란다. 자, 자. 자러 갈 시간이다 얘들아! 할아버지도 피곤해요.
CARD_0086_BODY;트라이튼 요리사가 일하는 모습을 본 사람은 그 누구도 그들이 순수한 요리의 기술을 수행하고 있다는 것을 의심치 않습니다. 신비로운 푸켄핀의 거대한 열매들을 굽고 다듬는 것은 높은 수준의 정신력과 요리기술을 필요로 합니다. 수양이 부족한 요리사들은 요리가 완성되기도 전에 먹어치우고 마니까요.
CARD_0062_BODY;미르나스트에서 페어리아보다 귀중한 자원은 없습니다. 수많은 젊은 미르나스트인들이 신성한 숲의 드라이어드들로부터 페어리아를 빼앗아 오기 위해 자신의 전부를 걸죠. 그중 살아서 돌아오는 사람은 소수이지만, 다음 세대가 희망에 차 길을 나서게 만들기 충분한 부와 명성을 얻습니다.
CARD_0061_BODY;미르나스트 제국의 현재 체제에 반발한 사람들은 모두 범죄자로 낙인찍혀 안락한 도시의 보호로부터 쫓겨났습니다. 무법자들은 곧 반란군이 되었고, 반란군들의 목에는 곧 현상금이 걸렸죠.
CARD_0054_BODY;어느 시대든, 명성과 재물을 얻기 위해 자신의 젊음과 패기를 바치는 사람들이 있습니다. 슬프게도, 그들은 용기와 대담함이 지혜와 실력을 대신하기에는 부족하다는 것을 너무 늦게 깨닫고는 하죠.
CARD_0045_BODY;메로벌에서는 매그누스 왕은 봉건 귀족들의 사이를 중재하고, 왕궁 판사는 일반 시민들을 위한 정의를 구현한다고 알려져 있습니다. 그러나 왕국의 내부자들은 마그다 여왕이 모든 법정을 자신의 이익을 위해 조종한다는 것을 알고 있죠.
CARD_0032_BODY;평소에는 온순하고 사랑스럽지만, 화난 야크보다 무서운 것도 세상에 없죠.
CARD_0009_BODY;제국의 시대가 열리기 전부터 미르나스트 기술 대학은 페어리아를 연료로 사용하는 기계와 장치들을 끊임없이 개선해 왔습니다.
